"Letters (a-z, A-Z) or Numbers (0-9)","Buchstaben (a-z, A-Z) oder Ziffern (0-9)"
"Loaded %d records","%d Einträge geladen"
"Maximum length of attribute code must be less then %s symbols","Maximale Länge des Attributcodes darf nicht mehr als %s Zeichen betragen."
"Multiple Select","Mehrfach Auswahl"
"No","Nein"
"No options found in config node %s","Keine Optionen in Konfigurationsknoten %s gefunden"
"None","Keine"
"Not shared with other products","Nicht zusammen mit anderen Atikel nutzen"
"Problem loading the collection, aborting. Error: %s","Problem beim Laden einer Zusammenstellung, breche ab. Fehler: %s"
"Problem saving the collection, aborting. Error: %s","Problem beim Speichern der Zusammenstellung, breche ab. Fehler: %s"
"Required","Pflichtfeld"
"Saved %d record(s).","%d Einträge gespeichert."
"Source model ""%s"" not found for attribute ""%s""","Source-Model ""%s"" für das Attribut ""%s"" wurde nicht gefunden."
"System","System"
"Text Area","Mehrzeiliger Textbereich"
"Text Field","Einzeiliges Textfeld"
"The attribute code \'%s\' is reserved by system. Please try another attribute code","Der Attribut-Code \'%s\' ist vom System reserviert. Bitte verwenden Sie einen anderen Attribut-Code."
"The value of attribute ""%s"" must be unique","Der Wert des Attributs ""%s"" muss einmalig sein."
"The value of attribute ""%s"" must be unique.","Der Wert des Attributs ""%s"" muss einmalig sein."
"This attribute is used in configurable products","Dieses Attribut wird von konfigurierbaren Artikeln verwendet."
"URL","URL"
"Unique Value","Einmaliger Wert"
"Unique Value (not shared with other products)","Einmaliger Wert (nicht geteilt mit anderen Artikeln)"
"Unknown parameter","Unbekannter Parameter"
"Values Required","Werte erforderlich"
"Wrong attribute group ID","Falsche Attributgruppen ID"
"Wrong attribute set ID","Falsche Attributset ID"
"Wrong entity ID","Falsche Datensatz ID"
"Wrong type definition for %s","Falsche Typdefinition für %s"
"Yes","Ja"
"Yes/No","Ja/Nein"
