"Billing address has been set.","Rechnungsanschrift eingerichtet."
"Buy %1$s for %2$s","Kaufen Sie %1$s zum Preis von %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Kaufen Sie %1$s zum Preis von je %2$s (%3$s inkl. Steuern)"
"Buy %1$s for %2$s each","Kaufen Sie %1$s zum Preis von je %2$s"
"Buyer country is not allowed by store.","Käuferland wird vom Store nicht zugelassen."
"Cache Lifetime (seconds)","Lebenszeit der Caches in Sekunden"
"Cache Management","Cache-Verwaltung"
"Can\'t add item to shopping cart.","Artikel kann nicht in den Warenkorb gelegt werden."
"Can\'t apply the coupon code.","Rabattcode konnte nicht eingelöst werden."
"Can\'t copy file ""%s"" to ""%s"".","Datei ""%s"" konnte nicht nach ""%s"" kopiert werden."
"Can\'t create wishlist.","Wunschzettel konnte nicht erstellt werden."
"Can\'t delete ""%s"" theme.","Vorlage ""%s"" konnte nicht gelöscht werden."
"Can\'t load XML.","XML konnte nicht geladen werden."
"Can\'t load application with code ""%s""","Die App mit dem Code ""%s"" konnte nicht geladen werden"
"Can\'t load default themes.","Standardvorlagen konnte nicht geladen werden."
"Can\'t open submission form.","Übermittlungsformular konnte nicht geöffnet werden."
"Can\'t read file ""%s"".","Datei ""%s"" konnte nicht gelesen werden."
"Can\'t remove the item.","Artikel konnte nicht entfernt werden."
"Can\'t reset theme.","Vorlage konnte nicht zurückgesetzt werden."
"Can\'t save address.","Adresse konnte nicht gespeichert werden."
"Can\'t save the customer.","Kunde konnte nicht gespeichert werden."
"Can\'t save theme.","Vorlage konnte nicht gespeichert werden."
"Can\'t show configuration.","Konfiguration konnte nicht angezeigt werden."
"Can\'t specify product.","Artikel konnte nicht bestimmt werden."
"Can\'t submit application.","App konnte nicht übermittelt werden."
"Can\'t update cart.","Warenkorb konnte nicht aktualisiert werden."
"Can\'t write to file ""%s"".","In die Datei ""%s"" konnte nicht geschrieben werden."
"Cancel","Abbrechen"
"Canceled","Storniert"
"Cancelled","Storniert"
"Cannot load theme ""%s"".","Vorlage ""%s"" konnte nicht geladen werden."
"Cannot save theme ""%s"". Incorrect data received","Vorlage ""%s"" konnte nicht gespeichert werden. Ungültige Daten empfangen"
"Card Verification Number","Kartenprüfennummer"
"Card verification number is wrong","Kartenprüfnummer ist nicht korrekt."
"Carrier","Dienstleister"
"Cart","Warenkorb"
"Cart has been updated.","Warenkorb wurde aktualisiert."
"Cart has some errors.","Warenkorb enthält Fehler."
"Cart is empty.","Warenkorb ist leer."
"Catalog Only App?","Reine Katalog-Präsentation?"
"Category Button Color","Kategorie-Button Farbe"
"Category Item Background Color","Kategorie Element Hintergrundfarbe"
"Chairs","Stühle"
"Change Orientation","Ausrichtung ändern"
"Change Password","Passwort ändern"
"Changes have been saved to theme.","Änderungen der Vorlage wurden gespeichert."
"Checkout has been initialized.","Bezahlvorgang wurde eingeleitet."
"City","Stadt"
"Color Themes","Farbvorlagen"
"Colors","Farben"
"Company","Firma"
"Completed","Abgeschlossen"
"Confirm New Password","Neues Passwort bestätigen"
"Confirm Password","Passwort bestätigen"
"Contact Email","Kontak-eMailadresse"
"Contact Information","Kontaktinformationen"
"Content","Inhalt"
"Copyright","Urheberrecht"
"Copyright Page Logo","Urheberrecht-Seitenlogo"
"Copyright Page Logo <br />(iPhone 4 retina)","Urheberrecht-Seitenlogo <br />(iPhone 4 Retina)"
"Countries Payment Applicable From","Für Zahlungen zugelassene Länder"
"Country","Land"
"Country options don\'t recognized for ""%s"".","Ländereinstellungen für ""%s"" nicht erkannt."
"Coupon code %s is not valid.","Rabattcode %s ist ungültig."
"Coupon code %s was applied.","Rabattcode %s wurde angewandt."
"Coupon code is empty.","Rabattcode ist leer."
"Coupon code was canceled.","Rabattcode wurde storniert."
"Creating a Template is allowed only for applications which have device type iPhone.","Das Erstellen einer Vorlage ist nur für iPhone-Apps möglich."
"Credit Card","Kreditkarte"
"Credit Card %s","Kreditkarte %s"
"Credit Card Number","Kreditkartennumer"
"Credit Card Type","Kreditkartentyp"
"Credit card number does not match credit card type.","Kreditkartennummer entspricht nicht Kreditkartentyp."
"Current Password","Aktuelles Passwort"
"Currently, PayPal MEP is not available for the Android application","Aktuell ist PayPal MEP für die Andriod Anwendung nicht verfügbar"
"Custom App Icon","Eigenes App-Icon"
"Custom App Icon <br />(iPhone 4 retina)","Eigenes App-Icon <br />(iPhone 4 Retina)"
"Custom Colors","Eigene Farben"
"Customer authentication problem.","Kundenbestätigungsproblem."
"Customer email not specified.","Kunden-eMailadresse nicht angegeben."
"Customer logout problem.","Problem beim Ausloggen des Kunden."
"Customer not logged in.","Kunde nicht eingeloggt."
"Date Created","Erstellt am"
"Date Submitted","Übermittelt am"
"Date Updated","Aktualisiert am"
"Deeper Messaging and Engagement with Rich Push.","Bessere Kommunikation und Kundenbindung mit RichPush"
"Default Billing Address","Standard Rechnungsanschrift"
"Default Shipping Address","Standard Versandanschrift"
"Default Theme","Standardvorlage"
"Delete","Löschen"
"Delete theme","Vorlage löschen"
"Deleted","Gelöscht"
"Description","Beschreibung"
"Description that appears in Android Market. %s chars maximum. ","Beschreibung für den Andriod Market. Max. %s Zeichen. "
"Description that appears in the iTunes App Store. %s chars maximum. ","Beschreibung für den iTunes App Store. Max. %s Zeichen. "
"Deselect All","Alle abwählen"
"Design","Design"
"Device","Gerät"
"Device Information","Geräteinformation"
"Device Type","Gerät"
"Device doesn\'t recognized. Unable to load a template.","Gerät nicht erkannt. Vorlage konnte nicht geladen werden."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Gerät nicht erkannt: ""%s"". Helper konnte nicht geladen werden."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Gerät nicht erkannt: ""%s"". Vorschau Model konnte nicht geladen werden."
"Edit","Bearbeiten"
"Edit AirMail Message","AirMail Nachricht bearbeiten"
"Edit AirMail Message Queue #%s","AirMail Nachrichtenwarteschlange #%s bearbeiten"
"Edit App ""%s""","App ""%s"" bearbeiten"
"Edit Filter","Filter bearbeiten"
"Edit Template ""%s""","Vorlage ""%s"" bearbeiten"
"Email","eMail"
"Email Address","eMail-Adresse"
"Enable AirMail Message Push notification","AirMail Nachricht - Push Benachrichtigung aktivieren"
"Enable Facebook","Facebook aktivieren"
"Enable Flurry Analytics","Flurry Analytics aktivieren"
"Enable Flurry Analytics for the merchant.","Flurry Analytics für den Händler aktivieren."
"Enable LinkedIn","LinkedIn aktivieren"
"Enable Standard Checkout","Standard Bezahlvorgang aktivieren"
"Enable Twitter","Twitter aktivieren"
"Error while processing file ""%s"".","Fehler beim Verarbeiten der Datei ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Fehler beim Empfang der PaymentBridge Daten. Bitte versuchen Sie es noch einmal."
"Error while uploading file ""%s"".","Fehler beim Hochladen der Datei ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Fehler beim Hochladen der Datei ""%s"". Nicht erlaubter Dateityp. Nur ""jpg"", ""jpeg"", ""gif"", ""png"" sind erlaubt."
"Error.","Fehler."
"Excl. Tax","Zzgl. Steuern"
"Expiration Date - Month","Gültig bis - Monat"
"Expiration Date - Year","Gültig bis - Jahr"
"Extend the life of your app with Urban Airship Push Notifications.","Verbessern Sie die Dauerhaftigkeit Ihrer App mit Urban Airship Pushnachrichten."
"Extensions","Erweiterungen"
"FILTERS APPLIED","FILTER ANGEWENDET"
"Facebook API","Facebook-API"
"Facebook Application ID","Facebook App-ID"
"Fax","Fax"
"File can\'t be uploaded.","Datei konnte nicht hochgeladen werden."
"File doesn\'t exist ""%s"".","Datei ""%s"" existiert nicht."
"First Name","Vorname"
"Flurry API Code","Flurry API Code"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Flurry Analytics Site"
"Fonts","Schriften"
"Free","Kostenlos"
"Funk Leaf","Funk Leaf"
"General","Allgemein"
"Get Content from CMS Page","Inhalt von CMS-Seite verlinken"
"Grand Total (Excl. Tax)","Gesamt (zzgl. Steuern)"
"Grand Total (Incl. Tax)","Gesamt (inkl. Steuern)"
"Guest","Gast"
"Header Background Color","Header Hintergrundfarbe"
"Header Font Color","Header Schriftfarbe"
"High Resolution Application Icon","Hochauflösendes App-Icon"
"Home","Home"
"Hot Red","Hot Red"
"How do you rate this product?","Wie bewerten Sie diesen Artikel?"
"How to incorporate Urban Airship within your application:","Wie kann Ihre App mit Urbain Airship zusammenarbeiten:"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Empfohlene Größe: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Icon, das auf dem Mobiltelefon angezeigt wird, nachdem die App heruntergeladen wurde. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Empfohlene Größe: 57px x 57px bei 72 dpi."
"Icons","Icons"
"If leave this field empty, the message will be sent immediately","Wenn Sie dieses Feld leer lassen, wird die Nachricht sofort verschickt"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Wenn Sie den Cache auf Anwendungsebene ausschalten möchten, lassen Sie dieses Feld bitte leer. Achtung! Wenn Sie den Cache abschalten, benötigt die Anwendung mehr Zeit, um die einzelnen Seiten zu laden."
"Image file was not found.","Bild wurde nicht gefunden."
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Dieses Bild wird beim Ladevorgang Ihrer App angezeigt. Benötigte Größe: 1024px x 768x."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Dieses Bild wird beim Ladevorgang Ihrer App angezeigt. Benötigte Größe: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Dieses Bild wird beim Ladevorgang Ihrer App angezeigt. Benötigte Größe: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Dieses Bild wird beim Ladevorgang Ihrer App angezeigt. Benötigte Größe: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Dieses Bild wird beim Ladevorgang Ihrer App angezeigt. Benötigte Größe: 768px x 1024px."
"Images","Bilder"
"In Queue","In Warteschlange"
"In Stock","Auf Lager"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","Bitte <a href=""%s"" target=""_blank"">klicken Sie hier</a>, um die AGB von Urban Airship zu lesen."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Um Ihre App erneut übermitteln zu können, müssen Sie zuerst einen <a href=""%s"" target=""_blank"">%s</a> bei MagentoCommerce kaufen."
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Um Ihre App übermitteln zu können, müssen Sie zuerst einen <a href=""%s"" target=""_blank"">%s</a> bei MagentoCommerce kaufen."
"Inactive Tabs","Inaktive Tabs"
"Incl. Tax","Inkl. Steuern"
"Invalid XML.","Ungültiges XML."
"Invalid current password.","Ungültiges, aktuelles Passwort."
"Invalid customer data.","Ungültige Kundendaten."
"Invalid data.","Ungültige Daten."
"Invalid email address.","Ungültige eMailadresse."
"Invalid item or wishlist.","Ungültiger Artikel oder Wunschzettel."
"Invalid login or password.","Ungültiger Benutzername oder Passwort."
"Invalid shipping method.","Ungültige Versandart."
"Issue Number","Vorgangsnummer"
"It\'s not allowed to delete submitted application.","Es ist nicht erlaubt, übermittelte Apps zu löschen."
"Item has been added to cart.","Artikel wurde zum Warenkorb hinzugefügt."
"Item has been deleted from cart.","Artikel wurde aus dem Warenkorb entfernt."
"Item has been removed from wishlist.","Artikel wurde vom Wunschzettel entfernt."
"Items were updated. But can\'t update wishlist.","Artikel wurden aktualisiert. Der Wunschzettel konnte aber nicht aktualisiert werden."
"Key","Schlüssel"
"Keywords","Keywords"
"Label","Bezeichnung"
"Large iTunes Icon","Großes iTunes Icon"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Großes Icon im iTunes App Store. Sie müssen keinen Verlauf oder runde Ecken hinzufügen, dies erledigt Apple automatisch. Benötigte Größe: 512px x 512px."
"Last Name","Nachname"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API Schlüssel"
"LinkedIn Secret Key","LinkedIn Geheimschlüssel"
"Loader Splash Screen","Ladebildschirm"
"Loader Splash Screen <br />(iPhone 4 retina)","Ladebildschirm <br />(iPhone 4 Retina)"
"Loader Splash Screen <br />(landscape mode)","Ladebildschirm <br />(Quer)"
"Loader Splash Screen <br />(portrait mode)","LadeBildschirm <br />(Hoch)"
"Loading Preview...","Vorschau wird geladen..."
"Locations","Orte"
"Log In","Anmelden"
"Login and password are required.","Benutzername und Passwort notwendig."
"Logo in Header","Logo im Header"
"Logo in Header image missing.","Logo im Header fehlt"
"Logout complete.","Logout erfolgreich."
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP ist PayPals nativer Bezahlvorgang für das iPhone. Sie können MEP neben dem normalen Bezahlvorgang nutzen oder Sie nutzen MEP als Ihre alleinige Bezahlart für Magento mobile. PayPal MEP benötigt einen <a href=""%s"">PayPal Geschäftsaccount</a>"
"Mailbox title","Postfachtitel"
"Main Tabs","Haupt-Tabs"
"Make Inactive","Deaktivieren"
"Make this app available in the following territories","App in folgenden Ländern verfügbar machen"
"Manage Apps","Apps verwalten"
"Manage Mobile App","Mobile App verwalten"
"Maximum length is 140","Maximale Länge ist 140"
"Maximum length is 255","Maximale Länge ist 255"
"Merchant Label","Händlerbezeichnung"
"Message Queue","Nachrichten Warteschlange"
"Message Settings","Nachrichten Einstellungen"
"Message Templates","Nachrichten Vorlagen"
"Message Title","Nachrichtentitel"
"Message Type","Nachrichtentyp"
"Message can be edited when status of the message is ""IN QUEUE"" only.","Nachrichten können nur bearbeitet werden, wenn deren Status ""IN WARTESCHLANGE"" ist."
"Message content","Inhalt"
"Message title","Titel"
"Mobile","Mobile"
"Model of order is not loaded.","Model der Bestellung nicht geladen."
"More","Mehr"
"More Info","Weitere Informationen"
"More Tabs","Weitere Tabs"
"Name on Card","Karteninhaber"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","Name, der unter der App erscheint, nachdem Benutzer diese Installiert haben. Wir empfehlen einen Namen von 10-12 Zeichen Länge, den Kunden leicht wiedererkennen können. Max. %s Zeichen."
"New AirMail Message","Neue AirMail Nachricht"
"New AirMail Message Queue","Neue AirMail Nachrichtenwarteschlange"
"New App","Neue App"
"New Password","Neues Passwort"
"New Template","Neue Vorlage"
"Nickname","Nickname:"
"No items were specifed to update.","Keine Artikel zur Aktualisierung angegeben."
"No items were updated.","Keine Artikel aktualisiert."
"No product selected.","Keine Artikel ausgewählt."
"No such file ""%s"".","Datei ""%s"" nicht gefunden."
"Not Submitted","Nicht übermittelt"
"Notice","Notiz"
"One or more keywords that describe your app. Keywords are matched to users\' searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Ein oder mehrere Keywords, die Ihre App beschreiben. Keywords werden bei Suchen im App Store gefunden und helfen dabei, verlässliche Suchergebnisse zu liefern. Trennen Sie mehrere Keywords mit einem Komma. Maximal 100 Zeichen."
"Onepage checkout is disabled.","Einseitiger Bezahlvorgang deaktiviert."
"Only custom theme can be deleted","Nur eigene Vorlagen können gelöscht werden"
"Only default theme can be reset","Nur die Standardvorlage kann zurückgesetzt werden"
"Only free apps are allowed in this version.","In dieser Version sind lediglich kostenfreie Apps erlaubt."
"Only registered users can write reviews. Please, log in or register.","Nur angemeldete Benutzer können Kundenmeinungen hinterlassen. Bitte registrieren Sie sich oder loggen Sie sich ein."
"Options menu items","Optionen Menüpunkte"
"Order id not specified.","Bestellnummer nicht angegeben."
"Order is not available.","Bestellung ist nicht verfügbar."
"Ordered","Bestellt"
"POST data is not valid.","POST-Daten sind ungültig."
"Pages","Seiten"
"Password","Passwort"
"Password fields cannot be empty.","Passwortfeld darf nicht leer sein."
"PayPal MEP","PayPal MEP"
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"Payment Applicable From","Zahlung möglich von"
"Payment Bridge module unavailable.","PaymentBridge Modul nicht verfügbar."
"Payment Method has been set.","Zahlart wurde eingerichtet."
"Payment Methods","Zahlarten"
"Payment method was successfully set.","Zahlart wurde erfolgreich eingerichtet."
"Please <a href=""%s"" target=""_blank"">click here</a> to see how to setup and retrieve API credentials.","Bitte <a href=""%s"" target=""_blank"">klicken Sie hier</a>, um mehr darüber zu erfahren, wie Sie die API Zugangsdaten erhalten und die Einrichtung vornehmen müssen."
"Please Select Application","Bitte Anwendung auswählen"
"Please Select Device Type","Bitte Gerät auswählen"
"Please agree to all the terms and conditions before placing the order.","Bitte lesen und akzeptieren Sie alle AGB, bevor Sie Ihre Bestellung aufgeben."
"Please enter ""App Title"".","Bitte geben Sie einen ""App Titel"" an."
"Please enter issue number or start date for switch/solo card type.","Bitte geben Sie eine Vorgangsnummer oder ein Startdatum switch/solo Karten an."
"Please enter the Activation Key.","Bitte geben Sie den Aktivierungsschlüssel ein."
"Please enter the Copyright.","Bitte geben Sie das Urheberrecht an."
"Please enter the Description.","Bitte geben Sie die Beschreibung ein."
"Please enter the Price.","Bitte geben Sie einen Preis ein."
"Please enter the Resubmission Key.","Bitte geben Sie den Wiedervorlageschlüssel ein."
"Please enter the Title.","Bitte geben Sie einen Titel ein."
"Please make sure your passwords match.","Bitte stellen Sie sicher, dass die beiden Passworte identisch sind."
"Please select at least one country.","Bitte wählen mindestens ein Land aus."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Bitte laden Sie ein Bild für ""App Hintergrund (Quer)"" im Design Tab hoch."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Bitte laden Sie ein Bild für ""App Hintergrund (Hoch)"" im Design Tab hoch."
"Please upload  an image for ""App Background"" field from Design Tab.","Bitte laden Sie ein Bild für ""App Hintergrund"" im Design Tab hoch."
"Please upload  an image for ""Banner on Home Screen (landscape mode)"" field from Design Tab.","Bitte laden Sie ein Bild für ""Banner Home-Bildschirm (Quer)"" im Design Tab hoch."
"Please upload  an image for ""Banner on Home Screen (portrait mode)"" field from Design Tab.","Bitte laden Sie ein Bild für ""Banner Home-Bildschirm (Hoch)"" im Design Tab hoch."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Bitte laden Sie ein Bild für ""Banner Home-Bildschirm"" im Design Tab hoch."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Bitte laden Sie ein Bild für ""Logo im Header"" im Design Tab hoch."
"Preset Theme","Farbvorlagen"
"Preview","Vorschau"
"Price","Preis"
"Price Font Color","Preis Farbe"
"Primary Color","Hauptfarbe"
"Primary Font Color","Hauptschriftfarbe"
"Problem changing or sending password.","Problem beim Ändern oder Versenden des Passworts."
"Product Name3 ","Artikel Name "
"Product Name3 1","Artikel Name 1"
"Product Name3 2","Artikel Name 2"
"Product is unavailable.","Artikel ist nicht verfügbar."
"Product was not specified.","Artikel wurde nicht angegeben."
"Product(s) currently out of stock.","Artikel ist derzeit nicht auf Lager."
"Purchase Order Number","Auftragsnummer"
"Push Notification","Push Benachrichtigung"
"Push Notifications allow you to send messages directly to the people who have installed your app on their device. Send messages to your full audience even when your app is closed. Push Notifications are one of the best ways to keep your app active by delivering valuable content directly to your customers. Learn more about Push Notifications - <a href=""%1$s"" target=""_blank"">%1$s</a>","Push Benachrichtigungen erlauben es Ihnen, Nachrichten direkt an die Personen zu schicken, die Ihre App installiert haben. Senden Sie Mitteilungen an alle Ihre Kunden, auch wenn die App geschlossen ist. Push Benachrichtigungen sind der beste Weg, Ihre App interessant zu machen, indem Sie regelmäßig interessante Neuigkeiten direkt an Ihre Kunden schicken. Erfahren Sie mehr über Push Benachrichtigungen - <a href=""%1$s"" target=""_blank"">%1$s</a>"
"Push Title","Push Titel"
"Push message","Push Nachricht"
"Push title","Push Titel"
"Queue Date","Warteschlangendatum"
"Queue Message","Warteschlangennachricht"
"Queue does not exist.","Warteschlange existiert nicht."
"Quote instance is required.","Angebot-Instanz notwendig."
"Recipient Information","Empfängerinformation"
