"Product Tax Class Information","Artikelsteuerklasse Information"
"Product Tax Classes","Artikelsteuerklassen"
"Range From","Bereich von"
"Range To","Bereich bis"
"Rate","Satz"
"Rate Percent","Satz in Prozent"
"Reset","Zurücksetzen"
"Row Total","Pos. Zwischensumme"
"Sales","Verkäufe"
"Save Class","Steuerklasse speichern"
"Save Rate","Steuersatz speichern"
"Save Rule","Regel speichern"
"Save and Continue Edit","Speichern und weiter bearbeiten"
"Shipping & Handling (Excl.Tax)","Versand & Bearbeitung (zzgl.Steuern)"
"Shipping & Handling (Incl.Tax)","Versand & Bearbeitung (inkl.Steuern)"
"Shipping (Excl. Tax)","Versand (zzgl. Steuern)"
"Shipping (Incl. Tax)","Versand (inkl. Steuern)"
"Shipping Excl. Tax (%s)","Versand zzgl. Steuern (%s)"
"Shipping Incl. Tax (%s)","Versand inkl. Steuern (%s)"
"Shipping Prices","Versandkosten"
"Shopping Cart Display Settings","Warenkorb Anzeige-Einstellungen"
"Sort Order","Reihenfolge"
"State","Land"
"State/Region","Bundesland / Kanton"
"Subtotal (Excl. Tax)","Zwischensumme (Zzgl. Steuer)"
"Subtotal (Excl.Tax)","Zwischensumme (Exkl.Steuer)"
"Subtotal (Incl. Tax)","Zwischensumme (Inkl. Steuer)"
"Subtotal (Incl.Tax)","Zwischensumme (Inkl. Steuer)"
"Tax","Steuer"
"Tax Calculation Based On","Steuerberechnung basiert auf"
"Tax Calculation Method Based On","Steuerberechnungs Methode basiert auf"
"Tax Class for Shipping","Steuerklasse für den Versand"
"Tax Classes","Steuerklassen"
"Tax Identifier","Steuerkennung"
"Tax Rate","Steuersatz"
"Tax Rate Information","Steuersatz Information"
"Tax Rule Information","Steuerregel Information"
"Tax Rules","Steuerregeln"
"Tax Section","Steuern"
"Tax Titles","Steuerbezeichnungen"
"Tax rate cannot be removed. It exists in tax rule","Steuersatz kann nicht entfernt werden, da er in einer Steuerregel verwendet wird."
"Tax rates at the same priority are added, others are compounded.","Steuersätze mit der gleichen Priorität wurden angelegt, andere werden zusammengezogen."
"The tax class has been deleted.","Die Steuerklasse wurde gelöscht."
"The tax class has been saved.","Die Steuerklasse wurde gespeichert."
"The tax rate has been deleted.","Steuersatz wurde gelöscht."
"The tax rate has been imported.","Der Steuersatz wurde importiert."
"The tax rate has been saved.","Der Steuersatz wurde gespeichert."
"The tax rule has been deleted.","Die Steuerregel wurde wurde gelöscht."
"The tax rule has been saved.","Die Steuerregel wurde erfolgreich gespeichert."
"This class no longer exists","Diese Steuerklasse existiert nicht mehr"
"This rule no longer exists","Diese Regel existiert nicht mehr"
"This rule no longer exists.","Diese Regel existiert nicht mehr."
"Total","Gesamt"
"Unit Price","Einzelpreis"
"Whether catalog prices entered by admin include tax.","Per Admin-Panel erfasste Preise, enthalten bereits Steuern."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Per Admin-Panel erfasste, oder über Gateways erworbene Versandkosten enthalten bereits Steuern."
"Yes","Ja"
"You cannot delete this tax class as it is used for %d customer groups.","Sie können diese Steuerklasse nicht löschen, da sie noch für %s Kundengruppe(n) verwendet wird."
"You cannot delete this tax class as it is used for %d products.","Sie können diese Steuerklasse nicht löschen, da sie noch für %s Artikel verwendet wird."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Sie können diese Steuerklasse nicht löschen, da sie noch in einer Regel verwendet wird. Bitte löschen Sie diese Regeln zuerst."
"Zip/Post Code","Postleitzahl"
"Zip/Post is Range","Nur für bestimmte Postleitzahlen"
