"Create New Attribute","Neues Attribut erstellen"
"Create URL Rewrite:","URL Rewrite erstellen:"
"Created At","Angelegt am"
"Credit Card %s","Kreditkarte %s"
"Credit Memo History","Gutschriftenverlauf"
"Credit Memo Totals","Gesamtgutschriften"
"Credit Memos","Gutschriften"
"Credit memo #%s comment added","Gutschriften Kommentar hinzugefügt"
"Credit memo #%s created","Gutschrift #%s erstellt"
"Credit memo\'s total must be positive.","Gutschriften Summe muss positiv sein."
"Currency","Währung"
"Currency ""%s"" is used as %s in %s.","Währung ""%s"" wird in %s als %s verwendet."
"Currency Information","Währung Information"
"Currency Setup Section","Währungseinstellungen"
"Current Configuration Scope:","Aktueller Konfig.-Bereich:"
"Current Month","Aktueller Monat"
"Custom","Benutzerdefiniert"
"Custom Variable ""%s""","Eigene Variable ""%s"""
"Custom Variables","Eigene Variablen"
"Customer","Kunde"
"Customer Group:","Kundengruppe:"
"Customer Groups","Kundengruppen"
"Customer Name","Vorname"
"Customer Reviews","Kundenmeinungen"
"Customer Shopping Carts","Warenkörbe von Kunden"
"Customer Since:","Kunde seit:"
"Customer Tax Classes","Kundensteuerklassen"
"Customer with the same email already exists.","Ein Kunde mit der gleichen E-Mail Adresse existiert bereits."
"Customers","Kunden"
"Customers by Number of Orders","Kunden nach Anzahl der Bestellungen"
"Customers by Orders Total","Kunden nach Bestellsummen"
"DHTML Date/Time Selector","DHTML Datum/Zeit Wähler"
"Dashboard","Übersicht"
"Data Format","Datenformat"
"Data transfer:","Datenübertragung:"
"Database","Datenbank"
"Dataflow - Advanced Profiles","Dataflow - Erweiterte Profile"
"Dataflow - Profiles","Dataflow - Profile"
"Date","Datum"
"Date & Time","Datum & Zeit"
"Date Added","Hinzugefügt am"
"Date Updated","Aktualisiert am"
"Date selection:","Datum Auswahl:"
"Date selector","Datumsauswahl"
"Day","Tag"
"Decimal separator:","Dezimaltrenner:"
"Default (Admin) Values","Standard (Admin) Werte"
"Default Billing Address","Standard Rechnungsanschrift"
"Default Config","Standardkonfiguration"
"Default Template from Locale","Standardvorlage der Lokalisierung"
"Default Values","Standardwerte"
"Default display currency ""%s"" is not available in allowed currencies.","Standard Anzeigewährung ""%s"" ist nicht Teil der verfügbaren Währungen"
"Default scope","Standardgeltungsbereich"
"Delete","Löschen"
"Delete %s","Lösche %s"
"Delete %s '%s'","Lösche %s '%s'"
"Delete File","Datei löschen"
"Delete Image","Bild löschen"
"Delete Profile","Profil löschen"
"Delete Role","Gruppenberechtigung löschen"
"Delete Store","Store löschen"
"Delete Store View","StoreView löschen"
"Delete Template","Vorlage löschen"
"Delete User","Benutzer löschen"
"Delete Website","Website löschen"
"Description","Beschreibung"
"Design","Design"
"Design Section","Design"
"Details","Details"
"Developer Section","Entwicklung"
"Direction:","Richtung:"
"Disable","Deaktivieren"
"Disabled","Deaktiviert"
"Display %s first","%s als erster Tag"
"Display default currency","Standardwährung anzeigen"
"Distributed under GNU LGPL. See %s for details.","Veröffentlicht unter der GNU LGPL. Details erfahren Sie hier: %s."
"Do you really want to KILL parallel process and start new indexing process?","Möchten Sie wirklich alle parallelen Prozesse abbrechen und den Indizierungsprozess neustarten?"
"Do you really want to proceed?","Möchten Sie wirklich fortfahren?"
"Download","Herunterladen"
"Downloads","Downloads"
"Drag to move","Ziehen, um zu bewegen"
"Drop-down","Dropdown"
"Edit","Bearbeiten"
"Edit Design Change","Gestaltungsänderung bearbeiten"
"Edit Email Template","E-Mail Vorlage bearbeiten"
"Edit Order","Bestellung bearbeiten"
"Edit Poll","Umfrage bearbeiten"
"Edit Queue","Warteschlange bearbeiten"
"Edit Review","Kundenmeinung bearbeiten"
"Edit Role","Gruppenberechtigung bearbeiten"
"Edit Store View","StoreView bearbeiten"
"Edit System Template","Systemvorlage bearbeiten"
"Edit Template","Vorlage bearbeiten"
"Edit URL Rewrite","URL Rewrite bearbeiten"
"Edit User","Benutzer bearbeiten"
"Edit User '%s'","Benutzer '%s' bearbeiten"
"Edit Website","Website bearbeiten"
"Email","eMail"
"Email Address:","E-Mail Adresse:"
"Email Preview","E-Mail Vorschau"
"Email to a Friend","E-Mail an einen Freund"
"Email:","E-Mail:"
"Enable","Aktivieren"
"Enabled","Aktiviert"
"Enclose Values In:","Umschließe Werte in:"
"Entity Attributes","Entity-Attribute"
"Entity Type","Datensatztyp"
"Entity type:","Datensatztyp:"
"Error","Fehler"
"Excel XML","Excel XML"
"Excl. Tax","zzgl. Steuern"
"Exclude media folder from backup","Medienordner vom Backup ausschließen"
"Export","Export"
"Export CSV","CSV exportieren"
"Export Filters","Filter exportieren"
"Export to:","Export nach:"
"Export:","Export:"
"FTP Host","FTP Server"
"FTP Host[:Port]","FTP Server[:Port]"
"FTP Login","FTP Benutzername"
"FTP Password","FTP Passwort"
"FTP credentials","FTP Zugangsdaten"
"Failed to add a product to cart by id ""%s"".","Fehler beim Hinzufügen des Artikels zum Warenkorb mit der ID ""%s""."
"Failed to cancel the billing agreement.","Fehler beim Löschen der Zahlungsvereinbarung."
"Failed to clear the JavaScript/CSS cache.","Fehler beim Leeren des JavaScript/CSS Caches."
"Failed to delete the billing agreement.","Fehler beim Löschen der Zahlungsvereinbarung."
"Failed to update the profile.","Fehler beim Aktualisieren des Profils."
"Field","Feld"
"Field Mapping","Feldzuordnung"
"File","Datei"
"File Information","Dateiinformation"
"File System","Dateisystem"
"File mode","Dateimodus"
"File name:","Dateiname:"
"File size should be more than 0 bytes","Datei sollte größer als Null Byte sein"
"Finished profile execution.","Profilausführung beendet."
"First Invoice Created Date","Erste Rechnungsstellung"
"First Name","Vorname"
"First Name is required field.","Vorname ist ein Pflichtfeld."
"First Name:","Vorname:"
"Fixed","Festkosten"
"Flush Catalog Images Cache","Katalog Bilder Cache leeren"
"Flush JavaScript/CSS Cache","JavaScript/CSS Cache leeren"
"For category","Für Kategorie"
"For latest version visit: %s","Die aktuellste Version erhalten Sie hier: %s"
"For product","Für Artikel"
"Forgot Admin Password","Admin-Passwort vergessen?"
"Forgot your password?","Passwort vergessen?"
"Forgot your user name or password?","Benutzername oder Passwort vergessen?"
"From","Von"
"GLOBAL","GLOBAL"
"Gb","GB"
"General Information","Allgemeine Information"
"General Section","Allgemein"
"Get Image Base64","Bild als Base64 abrufen"
"Get help for this page","Hilfe zu dieser Seite"
"Give the verifier code to application administrator","Bitte geben Sie den Bestätigungscode dem Administrator der Anwendung"
"Global Attribute","Globales Attribut"
"Global Record Search","Globale Suche"
"Global Search","Globale Suche"
"Go Today","zu Heute"
"Go to messages inbox","Zum Posteingang"
"Go to notifications","Zu den Benachrichtungen"
"Google Base","Google Merchant Center (GMC)"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Gesamtsumme"
"Grid (default) / List","Gitter (Standard) / Liste"
"Grid Only","Nur Gitter"
"Group:","Gruppe:"
"Guest","Gast"
"HTTP (unsecure)","HTTP (ungesichert)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Helfen Sie uns, Magento noch besser zu machen - Melden Sie alle Fehler"
"Helper attributes should not be used in custom layout updates.","Helper Attribute sollten nicht in Custom Layout Updates genutzt werden."
"Helper for options rendering doesn't implement required interface.","Helper für Optionsrendering implementiert nicht das erforderliche Interface."
"Home","Home"
"ID","ID"
"ID Path","ID Pfad"
"IP Address","IP Adresse"
"IPN (Instant Payment Notification) Only","Nur IPN (Instant Payment Notification)"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Sollten wir einen Account unter %s finden können, erhalten Sie eine E-Mail mit einem Link, mit dem Sie Ihr Passwort zurücksetzen können."
"If this message persists, please contact the store owner.","Wenn diese Nachricht dauerhaft bleibt, kontaktieren Sie bitte den Shop-Betreiber."
"Images (.gif, .jpg, .png)","Bilder (.gif, .jpg, .png)"
"Images Cache","Bilder-Cache"
"Import","Import"
"Import Service","Import Dienst"
"Import and Export","Import und Export"
"Import and Export Tax Rates","Steuersätze importieren / exportieren"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Erweitert"
"Import/Export Profile","Import/Export Profil"
"Important: ","Wichtig: "
"Imported <strong>%s</strong> records","<strong>%s</strong> Einträge importiert"
"In","In"
"In Database:","In Datenbank:"
"In File:","In Datei:"
"Inactive","Inaktiv"
"Incl. Tax","Inkl. Steuern"
"Incoming Message","Eingehende Nachricht"
"Insert Variable...","Füge Variable ein..."
"Interactive","Interaktiv"
"Interface Locale: %s","Sprache der Benutzeroberfläche: %s"
"Invalid Form Key. Please refresh the page.","Ungültiger Form Key. Bitte aktualisieren Sie die Seite."
"Invalid Import Service Specified","Ungültiger Importdienst angegeben"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Ungültige POST-Daten (Bitte prüfen Sie post_max_size und upload_max_filesize Einstellungen in Ihrer php.ini Datei)."
"Invalid Secret Key. Please refresh the page.","Ungültiger Secret Key. Bitte die Seite aktualisieren."
"Invalid User Name or Password.","Ungültiger Benutzername oder Passwort."
"Invalid directory: %s","Ungültiges Verzeichnis: %s"
"Invalid email address ""%s"".","Ungültige eMailadresse ""%s""."
"Invalid email address.","Ungültige eMailadresse."
"Invalid file: %s","Ungültige Datei: %s"
"Invalid input data for %s => %s rate","Ungültige Eingabedaten für %s => %s Rate"
"Invalid parent block for this block","Ungültiger Elternblock für diesen Block"
"Invalid parent block for this block.","Ungültiger Elternblock für diesen Block."
"Invalid password reset token.","Ungültiges Passwort-Reset-Token"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Ungültiger Sender Name ""%s"". Bitte verwenden Sie ausschließlich sichtbare Zeichen und keine Leerräume."
"Invalid timezone","Ungültige Zeitzone"
"Invalidated","Außer Kraft"
"Inventory Stock Status","Lagerbestände"
"Invoice #%s comment added","Rechnung Nr. %s Kommentar hinzugefügt"
"Invoice #%s created","Rechnung Nr. %s erstellt"
"Invoice History","Rechnungsverlauf"
"Invoice Totals","Rechnungsgesamtbetrag"
"Invoice canceling error.","Fehler beim Stornieren der Rechnung."
"Invoice capturing error.","Fehler bei Aufnahme der Rechnung."
"Invoice voiding error.","Fehler beim Leeren der Rechnung."
"Invoices","Rechnungen"
"Is Closed","geschlossen"
"Issue Number","Vorgangsnummer"
"Items","Artikel"
"JavaScript seems to be disabled in your browser.","JavaScript scheint in Ihrem Browser deaktiviert zu sein."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","KB"
"Last 24 Hours","Letzte 24 Stunden"
"Last 5 Orders","Letzte 5 Bestellungen"
"Last 5 Search Terms","Letzte 5 Suchbegriffe"
"Last 7 Days","Letzte 7 Tage"
"Last Credit Memo Created Date","Letzte Gutschrift Erstellung"
"Last Invoice Created Date","Letzte Rechnung erstellt"
"Last Logged In (%s):","Zuletzt angemeldet (%s):"
"Last Logged In:","Zuletzt angemeldet:"
"Last Name","Nachname"
"Last Name is required field.","Nachname ist ein Pflichtfeld."
"Last Name:","Nachname:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Letztes Update: %s. Zum aktualisieren der <a href=""%s"">Statistik</a>, Klick <a href=""%s"">hier</a>."
"Latest Message:","Letzte Nachricht:"
"Layered Navigation Indices","Filter-Navigation Indizes"
"Layered Navigation Indices were refreshed.","Filternavigation Indezes wurden neu angelegt"
"Leave empty to use tax identifier","Leer lassen für Steuer-Bezeichner"
"Lifetime Sales","Gesamteinnahmen"
"Lifetime statistics have been updated.","Statistik der Gesamteinnahmen wurden aktualisiert"
"Links","Links"
"Links with associated products will retain only after saving current product.","Links mit verknüpften Artikeln werden nur nach Speicherung des aktuellen Artikels erhalten bleiben."
"List (default) / Grid","Liste (Standard) / Gitter"
"List Only","Nur Liste"
"Load Template","Vorlage laden"
"Load default template","Standardvorlage laden"
"Loading...","Wird geladen..."
"Local Server","Lokaler Server"
"Local/Remote Server","Lokaler/Entfernter Server"
"Locale","Lokalisierung"
"Log In","Anmelden"
"Log Out","Abmelden"
"Log in to Admin Panel","Anmeldung zum <em>Administrationsbereich</em>"
"Log in to use <strong>%s</strong>","Bitte melden Sie sich an, um <strong>%s</strong> zu nutzen"
"Log into Magento Admin Page","Anmeldung zum Administrationsbereich"
"Logged in as %s","Angemeldet als: %s"
"Login","Anmelden"
"Low Stock","Geringer Lagerbestand"
"MAJOR","WICHTIG"
"MINOR","UNWICHTIG"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Administration"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrationsbereich"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento ist eine Handelsmarke der Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento Hauptverzeichnis"
"Magento ver. %s","Magento Version <strong>%s</strong>"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; ist eine Handelsmarke der Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Stellen Sie sicher, dass die Zeichenkodierung der Dateien beim Speichern einheitlich in einer der unterstützten Formate angelegt ist (UTF-8 oder ANSI)."
"Manage Attribute Sets","Attributsets verwalten"
"Manage Attributes","Attribute verwalten"
"Manage Categories","Kategorien verwalten"
"Manage Content","Inhalt verwalten"
"Manage Currency Rates","Währungskurse verwalten"
"Manage Customers","Kunden verwalten"
